page,para_num,pdf_name,text
25,1,eu_2013,"Plan pan-European events and dissemination activities to promote a comprehensive public image of the field through conferences, workshops, common European web portal; Structure and strengthen the research community; Establish and maintain a dialogue with research managers in the member states and at the European level; Define a common strategy for research; Establish a dialogue with industry; Create international alliances and a strategy for international collaboration."
25,2,eu_2013,"In each of the objectives listed above significant progress has been made. Particular highlights have been The establishment of a research agenda which is called QIPC strategic report on current status, visions and goals for research in Europe. 40 leading scientists in QIPC have contributed to this research agenda. It was published in 1999 for the first time with and since then regularly updated. This version is the 8th update."
25,3,eu_2013,"The organization of QIPC conferences. A biannual international conference series on quantum information science and technologies has been started and become a big success. In the last theew editions in Barcelona (2007), Rome (2009) and Zurich (2011) the organizers could attract more than 300 participants not only from Europe, but also from Asia and the US. The next edition of the conference is planned for 2013 in Florence."
25,4,eu_2013,The raising of interest from relevant industry. The coordination actions managed to create links with industrial players active in communication and networking technologies. For example industry sessions have been organized at the QIPC conferences and a dialogue with interested companies has been established. Some of them even joined a research consortium with QIPC scientists to run the European project SECOQC. Overall the ground has been prepared for the swift up-take of commercially interesting results coming out of the QIPC research activities; a list of industries maintaining regular contatcs with the QIPC community is available at this link.
25,5,eu_2013,"The attraction of international partners to collaborative EU research projects. While the QIPC activities have started as a European research programme with mainly partners from Europe, it turned out that more and more research groups from overseas are eager to join in. In consequence the number of international partners in the QIPC projects hase risen in the last calls to about 10% of the total. This development is supported by the availability of funding for these partners under certain conditions such as unique expertise of the partner. The experiences have been very positive so far."
25,6,eu_2013,"The acknowledgement of QIPC researchers' scientific work through numerous prestigious Prizes including the Nobel Prize in Physics in 2005 and in 2012 to mention one. The community is also proud to count around 35 grantees of the European Research Council amongst them. In conclusion, there is good hope that the field of QIPC will keep and even increase its momentum as a locomotive in longterm ICT research and will eventually contribute to the transformation of scientific results into commercially applicable technologies for the benefit of the whole European society."
25,7,eu_2013,"As a basic research field, QIST is still traditionally funded by the different national governmental organisation depending on the country (ministry, governmental agency etc.). These agencies fund every research topics and QIST is typically a small percentage of the overall budget (in the percent range). However many of them have recently developed focus program or umbrella topics for QIST. The identified main national founders for each country are the following."
28,3,eu_2013,"As a highly promising field, QIST is often supported at the local level (city or region). Several examples in Europe have led to the creation of centers for Quantum Information, sometimes in a more general context. This funding can be quite stable in time, and usually consists in particular of a large startup sum, but also in a more long-term support. "
28,4,eu_2013,"One can cite for instance: The region of Catalonia in Spain strongly supported the creation of the Institute for Photonic Science (ICFO) in 2002 in Barcelona, which has a strong emphasis on QIST. This institute is meant to be permanent and, when at full size, will employ up to 300 people; The Region of Tyrol and the city of Innsbruck in Austria also supported the creation of the Institute for Quantum Optics and Quantum Information (IQOQI); this centre was mentioned as ""an example of outstanding quality"" for activity in atomic molecular and optical physics research in a recent report of the US National Research Council; The Region Paris-Ile-de-France through the creation of the Francilian Institute for Research on Cold Atoms (IFRAF), which comprises more than 30 groups from 6 different laboratories in Greater Paris; The United Kingdom is funding an Interdisciplinary Research Collaboration (IRC) in QIPC between leading research universities and industrial laboratories. The initiative started in April 2004 with a funding level of 15M€ in four years; The German ministery for education and research (BMBF) launched in January 2010 a programme on quantum communication as part of its strategic initiative ""IKT 2020"". "
28,5,eu_2013,"These initiatives can either, as for ICFO, create a new centre of excellence, or as in the case of IFRAF, construct a new centre of excellence from an existing pool of competence. In most cases the local funding is motivated by the development of a high-impact scientific field and high-level research, and it has a beneficial impact on local industry and economy."
28,7,eu_2013,"As possible applications of QIST become likely to appear in the near future, start-ups have begun to emerge. The main interest so far is in quantum cryptography, in particular Quantum Key Distribution. The oldest European company is IdQuantique, spin-off from the university of Geneva in 2001. Several new appeared recently: SmartQuantum , created in 2004 in Lagnon, France, Qutools  in Munich, Germany. Other competing start-ups for early adopters on the market are MagiQ , Optemax , and Qinetiq  from the USA. "
28,8,eu_2013,"These companies are mostly spin-off of QIST research groups, funded through the usual start-up scheme: university incubators at the early stage of their existence, then business angels or hedge funds to sustain them beyond their first years of existence. They mainly develop commercial fibered QKD systems, but most of them admit that there is no real market for such system yet. There is however already a small but active market for Quantum-based Random Number Generators ( IdQuantique ). "
28,9,eu_2013,"Quantum computing has also aroused interest for possible commercial applications. However the investment required and the timescale for developing a commercial quantum computer are much larger than for a QKD system.There is no start-up interested in developing a quantum computer in Europe so far, the only example known being in Canada, where one company ( D-Wave ) has been created in 1999."
29,1,eu_2013,"Several very large companies have also interest in QIST, with a focus on applied system research and components. In Europe, the main companies involved are Toshiba (UK), Thalès (France), France Telecom (France), Philips (Netherlands), Pirelli (Italy), Hitachi (UK) Hewlett-Packard (UK). Worldwide, companies such as IBM and NEC are also involved in QIST. The companies either have their own lab (Toshiba, HP, IBM), and/or can alternatively fund research groups (Philips). It has proven practically impossible to obtain reliable information about the amount of investment in QIST by these companies."
29,2,eu_2013,"Another interesting source of funding is the European Space Agency (ESA). Several 50 k€ feasibility studies on Quantum Communication in space were successfully completed since 2002 and one experimental terrestrial 200 k€ study over 144 km horizontal free-space link is ongoing. Within ESA’s science program, the proposal Space-QUEST (to place a QKD terminal onboard the International Space Station) was rated as ‘outstanding’. Several European industries submitted proposals to develop a prototype engineering model of a faint laser and entangled photon source with a total budget of 600 k€. In the second half of 2008 a study on the feasibility of a QKD system on various future satellite missions is expected with 300k€. So far more than 1Mio€ have been spent on the different studies under evaluation at the time this report was made. But the overall budget for the Space-QUEST project, if it is accepted, would be approximately 80 M€ until 2014, with approximately 20% devoted to basic research. If successful, this would make ESA a major funding source for QIST in Europe."
29,3,eu_2013,"3.5 QIPC research in the international context. Quantum information processing has become a scientific discipline with its own identity during the last ten years. The advent of quantum cryptography in the 80s and then the recognition of quantum computing in the 90s, for example using Shor’s algorithm, provided the motivation and have been the starting point of serious experimental and theoretical efforts to realize QIPC at large."
29,4,eu_2013,"Through the activities of the FET proactive initiatives in FP5, FP6 and now FP7, Europe has, in the main, been at the leading edge of QIS worldwide. The early spearheading of this high-risk R&D effort by the EC has aided in the creation of a number of national investments in QIS with the research area now reaching a more mature stage of medium/high risk. Until now, European publication output and quality has been on a par (and even superior) with the US, while other nations have begun systematic ramp-up in QIS investments."
29,5,eu_2013,"In the last years, significant growths in the research efforts within the field of QIST have been made worldwide. Especially the US has fostered their research activities, supported by a number of public funding agencies (for example the National Science Foundation and the Defense Advanced Research Projects Agency). To retain our leading position in research and to capitalize on the Commission’s already significant investments in QIS (50M€ in FP5 and FP6, 45M€ in FP7), it is vital to ensure that the EU investment in QIS remains competitive with the US and other national/continental QIS investors. In the figure below we plot the 2008 funding figures in the QIPC area for the US, Canada, Japan and Europe. QIS R&D support on the scale of ~15M€/year puts Europe below average of worldwide QIS funding support. With such a potential decrease in international competitiveness, there is considerable risk that European research in QIS and the resulting technology developments (commercial and defense), will not be sustainable, leaving Europe reliant on importing such developed QIS technology from abroad."
69,6,uk_2014,"- Quantum nanotechnology implemented on a large scale for power recovery and generation, environmental sensing and efficient healthcare (massive markets for efficient photovoltaics, thermoelectrics and medical sensing / intervention). Novel electromagnetic or chemical (including spectroscopic) sensors and gravity sensors and ""imagers"" are also part of the future forward quantum technologies. Some more work is required to assess the capabilities and utility of quantum sensors over and above the capabilities of classical systems. "
69,7,uk_2014,"- Research and development in the quantum field are highlighted in this part. Quantum technology is being researched vigorously with most developed countries having a practical, or at least theoretical, research programme in place. World class research is conducted in the United States, UK,  China , Australia, Germany, Austria, France , Netherlands, Switzerland, Russia, Japan, Italy, and Canada among others. The competitive playing field is fairly level due to the propensity of the academic world to be very open, and to publish detailed results as soon as they can. There is also a high volume of interchange of researchers between institutions. "
69,8,uk_2014,"- The technological capability of a country thus depends strongly on having a range of world-class institutions characterized by academic freedom, strong academic connections, an appropriate industrial infrastructure, and fabrication facilities. However, this text takes special care to emphasize that a detailed study of the world picture is not a primary purpose of this report. Instead, the focus is on understanding the state of UK's activity in quantum research and identifying the leading institutions in key areas. "
69,9,uk_2014,"- It is clear from our analysis and the discussions at Chicheley on November 10 -12 2013 that the UK has a world-leading, or at least a world-class, academic standing in the majority of quantum technology areas. Details of our pre-eminence in specific areas have been discussed above in section 4. The UK R&D in quantum technology received a significant boost (i.e. £270M over 5 years) in the 2013 Autumn Statement and the challenge now is to maximize the benefit of this extra money."
69,10,uk_2014,"- In terms of inter-institutional collaboration, there is a general need for better connectivity and interaction between universities and teams inside universities. The groups present at the Chicheley meeting felt that there used to be a reasonable alignment between the aim of producing Nature papers and that of producing deliverable technology. However, this alignment is now seen as divergent, particularly in the UK. The new initiative represents a sea change in intent with fields such as engineering and IT reportedly being out of alignment with quantum advancements."
17,2,israel_2018,"The globe, led by the USA, China, Canada, Japan, Germany and the UK, have announced national programs to advance quantum technologies. According to a 2015 McKinsey report, in 2015 alone, 1.5B Euro were invested in non-classified quantum technologies research worldwide. The countries leading in spending were USA, spending 360M Euro, China 220M Euro, Germany 120M Euro, the UK 105M Euro and Canada, spending 100M Euro. The combined European Union expenditure was approximately 550M Euro. "
17,6,israel_2018,"4 For details: Advancing Quantum Information Science: National Challenges and Opportunities, A joint report of the Committee on Science and the Committee on Homeland and National Security of the National Science and Technology Council, July 2016 "
17,7,israel_2018,"5 Review article of the initiative can be found, for example, in Chinese Efforts in Quantum Information Science: Drivers, Milestones, and Strategic Implications - Testimony for the U.S. -China Economic and Security Review Commission, March 16th, 2017, John Costello "
34,1,netherlands_2019,"NATIONAL AGENDA FOR QUANTUM TECHNOLOGYof Amsterdam, Eindhoven University of Technology and Radboud University, and Utrecht is overseeing an NWO spintronics programme. The introduction of research hubs on themes such as energy, health and sustainability has created an excellent opportunity for aligning quantum research with the wishes and requirements of potential end users."
34,2,netherlands_2019,"University of Groningen The Quantum Devices (QD) team is engaged in fundamental research into quantum coherent dynamics in solid-state devices (including organic molecules and semiconductors). The work has clear links to spintronics and quantum information applications, as illustrated by the recent experimental realization of a quantum state ('bit') at wavelengths within the telecommunications range. The Physics of Nano-systems team and the Spintronics and Magneto-optics of Nano materials team (each with one PI) are studying the interaction between the quantum mechanical degrees of freedom 'spin', 'charge', 'valley-chirality' and 'photon chirality' in new 2D materials and their heterostructures."
34,3,netherlands_2019,"The global playing field Although the Netherlands occupies a unique position, it is only one player in a major international push to develop quantum technologies, with Europe, North America and China to the fore. The quantum technology work being done in each of those regions is outlined below."
34,4,netherlands_2019,"Developments in Europe European scientists were very influential in the emergence of quantum mechanics in the early twentieth century; in recent decades, the region has also played a leading role in the further development of quantum technology. Established in November 2016, ERA-Net QuantERA has made several calls for proposals, with a view to funding projects with an emphasis on fundamental quantum technology research. The first call, in 2017, to which the Dutch Research Council contributed 1 million euros, led to the funding of nine projects with Dutch involvement. The exercise was an unprecedented success, with a high return on investment."
34,5,netherlands_2019,"Following publication of the Quantum Manifesto in 2016, the European Union launched a Quantum Technologies Flagship programme in 2017. With a budget of a billion euros, the programme is intended to promote public-private collaboration in Europe, and to establish the region as the world's leading centre for quantum technology development. In 2018, twenty projects were awarded grants totalling 132 million euros. Developments in quantum technology are also funded from other EU sources, including the European Research Council (ERC). In relative terms, the Netherlands does well in these EU programmes, as Figure 13 shows."
34,6,netherlands_2019,"In addition to the quantum technology funding by the EU, various individual member states, including France, Sweden and Switzerland, have their own programmes. Two national programmes warrant particular attention, one because of its pioneering role (UK) and one because its objectives are closely aligned with this Agenda (Germany)."
34,7,netherlands_2019,"United Kingdom The UK is one of the first European countries to invest in a coherent, national programme for quantum technology. In autumn 2013, the British government announced an investment of 270 million pounds (more than 300 million euros) over five years, with the emphasis on translating quantum technology to the market, promoting enterprise and boosting social impact. Cooperation among universities, enterprises and government bodies was encouraged, and the first funds were released at the start of 2015. The programme was therefore one of the first where the translation of quantum technology to industry (and wider society) was a primary objective, rather than solely investment in fundamental research."
34,8,netherlands_2019,"A feature of the programme was the formation of four Quantum Hubs, one for sensors and metrology, one for quantum-based imaging technology, one for networked quantum computing applications, and one for quantum information networks. Further investment in the hubs was announced at the end of 2018: an initial 80 million pounds (93 million euros), followed by a second tranche of 235 million pounds (273 million euros) for continuation and expansion of the national programme. Enabling technologies and education were among the fields targeted for investment."
35,1,netherlands_2019,"NATIONAL AGENDA FOR QUANTUM TECHNOLOGYAnother significant feature of the programme was consultation with all sectors of the community regarding the social and ethical implications of quantum technology. One recent product of that consultative approach was the 2018 Quantum Technologies Public Dialogue Report, commissioned by the British Engineering and Physical Sciences Research Council (EPSRC)."
35,2,netherlands_2019,"Germany  As well as being one of the central players in the Quantum Flagship programme, Germany is investing 650 million euros in its own national programme. With six lines of action, the German programme is intended to reinforce and promote cohesion in the academic world, to develop new technologies for the market, to encourage international collaboration, and to expedite social acceptance and adoption of quantum technology. The main topics addressed are the quantum computer, quantum communication, quantum sensors and basic technologies for quantum systems. Germany's programme therefore has clear parallels with the themes and focuses of our own National Agenda. The interest in quantum computing and artificial intelligence is further illustrated by the funding of about a hundred research posts at the Forschungszentrum Jülich, where a programme with a budget of 36 million euros has been started to investigate quantum and neuromorphic computing: a promising combination of technologies for applications such as quantum machine learning."
35,3,netherlands_2019,"4.3.2 Developments in Canada and the United States Canada  Over the last ten years, the Canadian government has invested 1 billion Canadian dollars (about 660 million euros) in quantum technology research and development. A particular hotspot for quantum technology is the city of Waterloo, whose university campus is home to the Institute for Quantum Computing, the Perimeter Institute for Theoretical Physics and the Mike & Ophelia Lazaridis Quantum Nano Centre, where research into quantum information and quantum computing is concentrated, with nearly four hun dred researchers active. The area also has infrastructure and lab facilities, training institutes for tech-entrepreneurship and Quantum Valley Investment (QVI). Consequently, Waterloo's Quantum Valley serves as a blueprint for a quantum technology ecosystem. Early in 2019, IBM announced that Waterloo would be the only Canadian university to act as an IBM Q-Network partner."
35,4,netherlands_2019,"Through QVI, private investors can contribute to quantum technology research and development. Unusually, researchers funded through QVI will retain the rights to their results and their commercial exploitation. Waterloo University has seeded more than 160 startups, a rapidly increasing proportion of which are working on quantum technology. Canada is consequently fifth in the global rankings for patent applications relating to quantum computing. Strong ties exist between the work being done in Canada and the research at QuSoft and the CWI."
35,5,netherlands_2019,"United States Scores of prominent universities and instit  utes in the US are working on quantum technology. However, the idea of a Quantum Hub or ecosystem has not gained traction. It is therefore interesting that, in November 2018, the Senate passed the National Quantum Initiative Act, which provided for 1.2 billion dollars (more than 1 billion euros) of existing funding to be allocated to research relating to quantum infor mation and quantum communication. NIST and NASA have been assigned an advisory role in the funding plan, while NIST and NSF are tasked with setting up standardization and research programmes, and NSF and the Depart  ment of Energy have been given responsibility for creating a number of Quantum Hubs. IARPA, DARPA and ARO – organizations within the US national intelligence service and Ministry of Defense – also play important roles in quantum technology research. Many of the companies active in the development of the quantum computer and quantum information technology are North American, including 1Qbit, Atom Computing, D-Wave, Google, Honeywell, HP, HRL Labs, IBM, Intel, ionQ, Lockheed-Martin, Microsoft, Northrop Grumman, Raytheon and Rigetti. Such companies have large-scale national and international collaborative arrangements with knowledge institutions, including QuTech and QT/e; indeed, QuTech has also received support from IARPA."
35,6,netherlands_2019,"4.3.3 Developments in China In recent years, China has unveiled some notable achievements with quantum technology. For example, researchers at the Chinese Academy of Sciences developed the Micius quantum experimentation satellite within the space of ten years. The satellite was launched in 2016. Before long, an entanglement was realized between the ground station and the satellite, across a distance of 1,400 kilometres. In a collaboration with the University of Graz, the satellite was used in 2018 to send a QKD-encrypted signal across a distance of more than 7,600 kilometres. That remains a world record for quantum signal transmission. Micius also forms part of the quantum connection between Beijing, Shanghai, Jinan and Hefei (which also has the world's longest underground fibre-optic quantum network). In addition, China is striving to build the world's first quantum computer. In pursuit of that goal, the National Laboratory for Quantum Information Sciences is to be built near Hefei at a cost of 10 billion US dollars. Various Chinese companies are active in the quantum technology domain as well. In 2015, Aliyun (the cloud computing arm of the Alibaba Group) and the Chinese Academy of Sciences announced joint plans to build the Alibaba Quantum Computing Laboratory in Shanghai. In February 2018, the first cloud-based quantum computer service was unveiled. With an eleven-qubit system at the same laboratory as its basis, the service was then the second most powerful quantum computer service in the world, after IBM's."
35,7,netherlands_2019,"4.4 The balance between national strength and international collaboration The Netherlands is an important player in the international quantum technology field; years of investment in research and development have provided the country with a strong knowledge and innovation basis. The Netherlands is a leader in the fields of quantum computing, quantum communication and quantum simulation, as well as the development of associated applications and protocols for data security and other matters. At the moment, the seeds are being sown for increased collaboration between academia and industry, the development of prototypes and the first concrete quantum products and services, startups and spinoffs, and a national innovation ecosystem. Of course, the Netherlands is not alone in pursuing such policies; around the world, billions are being invested both through coordinated continental scale programmes (EU, US and Canada, China) and by individual countries (e.g. the UK, Germany and France). In one sense, that implies greater competition, not only to secure external investment, from large internationally active corporations and other sources, but also to attract and retain talent. However, quantum technology's implications for the security and welfare of our society depend to a significant extent on where the"
36,1,netherlands_2019,"The development of quantum technology in a democratic setting therefore has to entail collaboration, even if only to secure agreement regarding the responsible use of quantum technology. Global investment also creates opportunities: quantum technology is extremely complex and its full development will require a great deal of time, expertise, infrastructure and material resources. Even a country or bloc as large as the US or the EU is unlikely to be able to take all forms of quantum technology independently from their current, relatively basic levels to full commercial and social introduction. Hence, players all around the world will need to rely on one another and, to some degree, to work together by sharing results, sharing and building up infrastructure, bringing through talent and building up a workforce of quantum engineers to help integrate quantum technology within society."
36,2,netherlands_2019,"This Agenda therefore seeks to strike an appropriate balance between, on the one hand, the need to reinforce our national strengths in quantum technology, and to make the Netherlands as (internationally) attractive as possible for investment and as a base for internationally active institutes and enterprises, and, on the other hand, the need to increase the scope for international collaboration and knowledge-sharing as a means of boosting expertise and skill in the Netherlands. Those dual objectives are pursued by, on the one hand, investing in lines of activity and national catalyst programmes, and, on the other hand, by forging bilateral and multilateral partnerships, e.g. with Japan, Canada and the US, and by lobbying more actively for national quantum activities, e.g. in Brussels."
36,3,netherlands_2019,"The geographical concentration of the Netherlands' quantum technology expertise and facilities sets the country apart on the global stage. Furthermore, that concentration is reinforced by the Dutch culture of cooperation. The Netherlands is very strong in systems engineering and in combining technologies to form operational systems: fields that are vital for innovation. The country is therefore attractive to international companies willing to invest heavily in developing the quantum technology of the future. Meanwhile, at the local level, we are also seeing the first startups making commercial use of quantum technology. Our melting pot of knowledge, technology, industry and enterprise is creating growth centres, around which an ecosystem is starting to form. That represents an opportunity that must be seized. On the basis of this Agenda, we are therefore investing in the reinforcement of our nation's scientific basis, in the creation of technology-driven market opportunities, in building up and extending a national ecosystem, in education, and in securing a leading position in the social dialogue about quantum technology. As explained in Section 5, a number of action lines and national catalyst programmes have been defined as a means of channelling our strengths."
36,4,netherlands_2019,"The development of quantum technology is an international undertaking. The investment necessary and the complexity of the scientific and technological advances required are such that no nation is capable of developing the technology in isolation. Against that background, countries everywhere are investing heavily in quantum technology: the EU is investing a billion euros in the Quantum Flagship, while individual member states are ploughing hundreds of millions into national programmes. The US is investing more than a billion euros, and China is also allocating huge resources to quantum technology. Heavy international investment is both intensifying competition and creating opportunities for cooperation. With a view to taking full advantage of those opportunities, this Agenda also seeks to provide a basis for international collaboration. New bilateral alliances are being sought with Canada, the US and Japan. At the same time, the Agenda aims to promote cohesion and enhanced organization among national players, making it easier for the Dutch quantum technology community to speak with a single voice, particularly in Brussels, where key decisions are made regarding the research and innovation programmes of the future."
36,5,netherlands_2019,"The Netherlands' interests are best served by seeking the optimal balance between national strength and international cooperation. The realization of our national ambition to create the Quantum Delta NL, a world-leading centre and hub for quantum technology, represents a sizeable challenge, but a challenge we are quite capable of overcoming from our excellent starting position. That will, however, require the Netherlands and Europe to match the investments being made by others. And we will achieve our goals only if all parties give this Agenda their backing and support its ambition by committing the necessary resources."
2,2,india_2019,"In 2004 the United States came up with a detailed roadmap for developing the science and techniques required to start building a quantum information processor. Other nations - China in particular - also made serious efforts and committed substantial resources towards advancement in this emerging frontier. Recently recognizing the threat of losing their advantage in these rapidly emerging areas, the US government has recently taken up the National Quantum Initiative Act which aims to significantly ramp up research activities and funding in this area."
2,3,india_2019,"China has also recently announced the creation of a 11.4 billion dollar (investment for 2 years) National Laboratory for Quantum Information in the city of Hefei, to make China a global leader in quantum technology. One of the highlights of these developments was the demonstration of quantum cryptography through free space across to a satellite paving the way for potentially doing quantum cryptography across intercontinental scales."
2,4,india_2019,"In 2016 the European initiative on quantum computing, coordinated by the European Commission‘s Future and Emerging Technologies Flagship on Quantum Technologies unveiled its roadmap for the next 10 years for Quantum Information Science and Technology. The planned budget of the European roadmap was around one billion Euros, with investments in the areas of quantum communication, quantum computing, quantum simulation, quantum metrology, sensing and imaging, quantum control, and quantum software and theory."
2,5,india_2019,"This is in addition to the significant programs run by countries like Germany, The Netherlands, Denmark and Sweden. Russia's effort in quantum information science and technology is coordinated by the Russian Quantum Centre which has announced that they are on the road to achieving quantum supremacy. Australia also has a very well-funded nationwide initiative on quantum information science and technology, with several participating universities and institutes such as the Centre for Quantum Software and Information in Sydney and the University of Sydney‘s Microsoft Quantum Laboratory. Canada too has set up an Institute for Quantum Computing (IQC) at the University of Waterloo."
2,6,india_2019,"Dedicated research centers in the field have been established worldwide, in leading universities as well as in top-notch IT companies. Some examples are: MIT (USA), YQI (Yale, USA), Princeton (USA), IQIM (Caltech, USA), Simons Institute (Berkeley, USA), Station Q (Santa Barbara, USA), ETH (Switzerland), QuTech (Delft, The Netherlands), CQIF (Oxford, UK), CQT (Singapore), IQC (Waterloo, Canada), NII (Tokyo, Japan), CQC2T (Australia). There are dedicated research laboratories in China and Russia too; and they have reached the top level in quantum computing and communication technology."
2,7,india_2019,"Industry: In March 2018, Google Inc. announced the launch of its 72 qubit quantum computer dubbed as the ""bristlecone"" processor. This was just one step in the race to build a full fledged quantum information processor. The previous lead in the field was held by IBM who had a 50 qubit system working in their lab. D-Wave systems was among the first lab outside research universities that had come up with a quantum processor back in 2007. This processor had limited capabilities and it could not be considered a universal quantum computer. Apart from Google and IBM, Intel and Microsoft also have active research programs for developing a full scale quantum computer. Rigetti in the US is also another recent startup company working towards this goal."
2,8,india_2019,"Most of the big industry players are working in close collaboration with academic institutions at present to explore the possibilities of quantum computing. It is noteworthy that companies like Rigetti and IBM have already started working on and making public a ""full quantum stack"" that has at its bottom a quantum information processor built on constantly improving technologies. The higher layers have control systems or operating systems, quantum programming environments and applications most of which are available through the cloud. In areas like quantum cryptography, the field has matured to the extent that."
4,1,russia_2019,"Russia's potential for a breakthrough and capture of leading positions in certain areas is significant. In technologically advanced countries, research and development in the field of CT is growing rapidly, especially in China, Japan and Singapore. The technology closest to commercial applications is quantum communications that is already understood by the market. "
4,2,russia_2019,"In addition to government programs, a significant acceleration in the development of CT was given by investments from the world's largest corporations such as Google, Microsoft, Intel and IBM. Other companies such as Airbus and Volkswagen are already solving with CT specific technological challenges. Total investments of private companies in CT are approaching a billion dollars a year. Private investment in quantum projects is also growing."
4,3,russia_2019,"Areas in which Russian scientists are traditionally strong, such as the school of quantum physics, are one of the strongest in the world. All Nobel Prizes for physics of Soviet and Russian scientists are associated with achievements in the field of quantum physics. The scientific school has suffered significantly due to the mass exodus of scientists abroad in the 90s and 2000s, which, however, formed the strongest Russian-speaking international scientific diaspora. "
4,4,russia_2019,"At the same time, dozens remained in Russia and there has been a trend towards the return of Russian scientists who have taken place abroad over the past decade. The ability to attract foreign scientists without Russian experience will provide for a sharp start, and join the quantum technological race, despite specific challenges. "
4,5,russia_2019,"The industry of quantum technologies in the world is only at the stage of formation. Therefore, it is currently possible to ensure the protection of the interests of the state, in particular, in the information field. Geopolitical leaders create targeted development programs for quantum technologies. Large public investment in this scientific and technological area are explained by the strategic importance of quantum CT. In the US Congress approved a $20 billion CT development project, in Europe operates the Quantum Flagship program with a budget of more than 3 billion euros."
13,3,us_2019,"China designated QIS  research as one of four “megaprojects ” in its 15 -year science and technology development plan for 2006 -2020. Additionally, it designated quantum communications and computing as one of six major goals for this period. China ’s annual funding for QIS R&D is estimated at $244 million.16 In 2017, the country began construction of a national QIS science center. China also actively seeks out QIS experts. Since 2008, China has provided incentives to attract Chinese QIS experts and entrepreneurs , currently  living an d working  overseas , back to China.  "
13,9,us_2019,"First outlined in the EU ’s 2016 Quantum Manifesto20 and updated in The Quantum Technologies Roadmap21 in August 2018, the EU ’s Quantum Technologies Flagship program is a $1.1 billion, 10-year initiative to commercialize the EU ’s investment in basic QIS R&D. The goals of the initiative are to  "
19,1,switzerland_2020,"In the past few years, a number of important geopolitical developments related to quantum technology have taken place. In August 2016, China launched the Micius satellite for quantum experiments at space scale providing the basis for “quantum key distribution” (QKD ) that makes it possible to encrypt information in such a way that it is impossible for an eavesdropper to decrypt it without being detected. As a reaction to the Chinese programme, the United States Congress passed a National Quantum Initiative Act releasing 1.2 billion Dollars to boost US quantum technology. The Washington Post recently published an opinion piece calling quantum technology “the most important tech contest since the space race” and comparing the Micius launch to the launch of Sputnik in 1957 that set off the space race between the Soviet Union and the United States."
19,2,switzerland_2020,"The European Union has initiated a 1 billion Euro flagship initiative in quantum technology within the European Horizon 2020 research and innovation framework programme involving a broad community of research institutes and industries in Europe. The goal of the initiative is to put Europe at the forefront of quantum technology development, thus creating new commercial opportunities and providing strategic capabilities for security. In coordination and in addition to the efforts of the Union, several European countries have launched their own programmes and initiatives to advance quantum technology. Technology giants like Google, IBM, Intel, Microsoft and others are investing heavily in quantum research and development, and there is a growing international ecosystem of newly founded start-up companies and venture capital (VC) funds specialising in quantum technology."
19,3,switzerland_2020,"The reason for the relatively large number and geographical diversity of quantum initiatives is linked to the view that “quantum advantage”, in particular within the fields of quantum computing and/or quantum communication, would confer an unassailable competitive advantage, both economic and societal, to the recipients. China, the EU and the US currently run the largest quantum technology programmes. This is not just in terms of the scale and scope of the areas of research addressed, but also in terms of technology development activities pursued."
19,4,switzerland_2020,"Of the three recently announced programmes, China’s programme is the most centrally coordinated. The US programme is also quite focused on “national security and economic competitiveness” and involves several governmental agencies, each with their own sub-objectives and sub-goals. Coordination between the agencies is achieved through a quantum information science subcommittee – with multi-agency representation – under the National Science and Technology Council."
19,5,switzerland_2020,"By contrast, the recent EU initiative, the Quantum Flagship, while also focused on developing “long-term economic, scientific, and societal benefits [for Europe]”, is more bottom-up than top-down. This is best illustrated by the fact that the Quantum Flagship projects were selected based on peer review rather than strategic intent at the level of the EU Commission, resulting in a more fragmented strategy. The EU Commission and the Flagship’s Board of Founders are the programme’s decision-making authorities. In this context, it is also important to note that China and the US in particular have tech giants very actively involved in developing quantum computing hardware platforms. This is not the case in the EU to the same extent."
20,1,switzerland_2020,"Other countries such as France, Germany and the UK in Europe, or Japan and South Korea in Asia have launched their own quantum technology programmes. The programmes in these countries are typically characterised by the same broad scope but on a smaller scale (and budget) compared to the larger programmes. There is often collaboration with the respective national industrial base and companies, e.g. ATOS and Thales in France, Bosch in Germany, Airbus in UK, Hitachi in Japan, etc. By and large, many of these companies are not in the same financial league as the tech giants and the advent of quantum technologies will not be, at least initially, so disruptive for their industry. For this reason, they are typically not yet as engaged at this point in time."
20,2,switzerland_2020,"The national programmes in this category are typically more targeted, leveraging research areas of strength rather than any (quantum) strength of a national industrial base. Consequently, there are currently very modest levels of involvement (and investment) from national industries. Industrial involvement is typically limited to providers of key enabling technologies and services rather than large corporates. This is perceived as an acceptable and desirable objective in the short term as part of efforts to establish a quantum cluster that will ultimately lead to a quantum industrial base. The UK, which has a more “quantum-ready” industrial base than the smaller nations in Europe, is particularly clear on this score."
20,3,switzerland_2020,"Both the UK and Netherlands took a very strategic, long-term position with respect to quantum technologies at an early stage (over five years ago). Since then, several other nations have followed, including Denmark (2016), Germany (2017) and Sweden (2017). Because of the lack of a relevant industrial base, smaller nations are often more open to collaboration with tech giants and/or non-national partners despite concerns among some sectors of their respective societies. This is due to the tacit acknowledgement of the paradigm-shifting consequences of quantum technologies for a nation’s societal wealth and security. Prominent examples in Europe include the Netherlands (Microsoft/Intel), Denmark (Microsoft), and Austria (Micius satellite)."
